teamA,teamB,teamAAttack,teamAMidfield,teamADefense,teamAFormScore,teamAStrength,teamBAttack,teamBMidfield,teamBDefense,teamBFormScore,teamBStrength,result
"Japan","Norway","80","82","78","10","81","84","80","76","10","82","draw"
"Norway","Japan","84","80","76","10","82","80","82","78","10","81","draw"
"Japan","Iraq","80","82","78","10","81","72","73","72","10","74","teamAWin"
"Iraq","Japan","72","73","72","10","74","80","82","78","10","81","teamBWin"
"Japan","Argentina","80","82","78","10","81","88","86","82","13","89","teamBWin"
"Argentina","Japan","88","86","82","13","89","80","82","78","10","81","teamAWin"
"Japan","Algeria","80","82","78","10","81","78","79","76","10","79","teamAWin"
"Algeria","Japan","78","79","76","10","79","80","82","78","10","81","teamBWin"
"Japan","Austria","80","82","78","10","81","79","82","79","10","81","draw"
"Austria","Japan","79","82","79","10","81","80","82","78","10","81","draw"
"Japan","Jordan","80","82","78","10","81","71","72","70","8","71","teamAWin"
"Jordan","Japan","71","72","70","8","71","80","82","78","10","81","teamBWin"
"Japan","Portugal","80","82","78","10","81","87","84","80","10","85","teamBWin"
"Portugal","Japan","87","84","80","10","85","80","82","78","10","81","teamAWin"
"Japan","Uzbekistan","80","82","78","10","81","73","75","74","10","76","teamAWin"
"Uzbekistan","Japan","73","75","74","10","76","80","82","78","10","81","teamBWin"
"Japan","Colombia","80","82","78","10","81","82","81","78","10","82","draw"
"Colombia","Japan","82","81","78","10","82","80","82","78","10","81","draw"
"Japan","DR Congo","80","82","78","10","81","74","74","75","8","74","teamAWin"
"DR Congo","Japan","74","74","75","8","74","80","82","78","10","81","teamBWin"
"Japan","England","80","82","78","10","81","86","86","84","13","89","teamBWin"
"England","Japan","86","86","84","13","89","80","82","78","10","81","teamAWin"
"Japan","Croatia","80","82","78","10","81","77","84","79","8","79","draw"
"Croatia","Japan","77","84","79","8","79","80","82","78","10","81","draw"
"Japan","Ghana","80","82","78","10","81","76","75","73","7","74","teamAWin"
"Ghana","Japan","76","75","73","7","74","80","82","78","10","81","teamBWin"
"Japan","Panama","80","82","78","10","81","72","73","72","10","74","teamAWin"
"Panama","Japan","72","73","72","10","74","80","82","78","10","81","teamBWin"
"Tunisia","Sweden","72","74","78","8","74","79","80","79","10","80","teamBWin"
"Sweden","Tunisia","79","80","79","10","80","72","74","78","8","74","teamAWin"
"Tunisia","Belgium","72","74","78","8","74","82","84","78","10","82","teamBWin"
"Belgium","Tunisia","82","84","78","10","82","72","74","78","8","74","teamAWin"
"Tunisia","Egypt","72","74","78","8","74","79","76","75","10","78","teamBWin"
"Egypt","Tunisia","79","76","75","10","78","72","74","78","8","74","teamAWin"
"Tunisia","Iran","72","74","78","8","74","75","76","77","8","75","draw"
"Iran","Tunisia","75","76","77","8","75","72","74","78","8","74","teamAWin"
"Tunisia","New Zealand","72","74","78","8","74","70","69","71","7","69","teamAWin"
"New Zealand","Tunisia","70","69","71","7","69","72","74","78","8","74","draw"
"Tunisia","Spain","72","74","78","8","74","86","90","84","13","90","teamBWin"
"Spain","Tunisia","86","90","84","13","90","72","74","78","8","74","teamAWin"
"Tunisia","Cape Verde","72","74","78","8","74","72","73","72","8","72","draw"
"Cape Verde","Tunisia","72","73","72","8","72","72","74","78","8","74","teamBWin"
"Tunisia","Saudi Arabia","72","74","78","8","74","74","75","73","8","74","draw"
"Saudi Arabia","Tunisia","74","75","73","8","74","72","74","78","8","74","teamBWin"
"Tunisia","Uruguay","72","74","78","8","74","83","82","82","10","83","teamBWin"
"Uruguay","Tunisia","83","82","82","10","83","72","74","78","8","74","teamAWin"
"Tunisia","France","72","74","78","8","74","90","84","83","10","87","teamBWin"
"France","Tunisia","90","84","83","10","87","72","74","78","8","74","teamAWin"
"Tunisia","Senegal","72","74","78","8","74","81","79","81","10","81","teamBWin"
"Senegal","Tunisia","81","79","81","10","81","72","74","78","8","74","teamAWin"
"Tunisia","Norway","72","74","78","8","74","84","80","76","10","82","teamBWin"
"Norway","Tunisia","84","80","76","10","82","72","74","78","8","74","teamAWin"
"Tunisia","Iraq","72","74","78","8","74","72","73","72","10","74","draw"
"Iraq","Tunisia","72","73","72","10","74","72","74","78","8","74","draw"
"Tunisia","Argentina","72","74","78","8","74","88","86","82","13","89","teamBWin"
"Argentina","Tunisia","88","86","82","13","89","72","74","78","8","74","teamAWin"
"Tunisia","Algeria","72","74","78","8","74","78","79","76","10","79","draw"
"Algeria","Tunisia","78","79","76","10","79","72","74","78","8","74","teamAWin"
"Tunisia","Austria","72","74","78","8","74","79","82","79","10","81","teamBWin"
"Austria","Tunisia","79","82","79","10","81","72","74","78","8","74","teamAWin"
"Tunisia","Jordan","72","74","78","8","74","71","72","70","8","71","draw"
"Jordan","Tunisia","71","72","70","8","71","72","74","78","8","74","teamBWin"
"Tunisia","Portugal","72","74","78","8","74","87","84","80","10","85","teamBWin"
"Portugal","Tunisia","87","84","80","10","85","72","74","78","8","74","teamAWin"
"Tunisia","Uzbekistan","72","74","78","8","74","73","75","74","10","76","draw"
"Uzbekistan","Tunisia","73","75","74","10","76","72","74","78","8","74","draw"
"Tunisia","Colombia","72","74","78","8","74","82","81","78","10","82","teamBWin"
"Colombia","Tunisia","82","81","78","10","82","72","74","78","8","74","teamAWin"
"Tunisia","DR Congo","72","74","78","8","74","74","74","75","8","74","draw"
"DR Congo","Tunisia","74","74","75","8","74","72","74","78","8","74","draw"
"Tunisia","England","72","74","78","8","74","86","86","84","13","89","teamBWin"
"England","Tunisia","86","86","84","13","89","72","74","78","8","74","teamAWin"
"Tunisia","Croatia","72","74","78","8","74","77","84","79","8","79","teamBWin"
"Croatia","Tunisia","77","84","79","8","79","72","74","78","8","74","teamAWin"
"Tunisia","Ghana","72","74","78","8","74","76","75","73","7","74","draw"
"Ghana","Tunisia","76","75","73","7","74","72","74","78","8","74","draw"
"Tunisia","Panama","72","74","78","8","74","72","73","72","10","74","draw"
"Panama","Tunisia","72","73","72","10","74","72","74","78","8","74","draw"
"Sweden","Belgium","79","80","79","10","80","82","84","78","10","82","teamBWin"
"Belgium","Sweden","82","84","78","10","82","79","80","79","10","80","draw"
"Sweden","Egypt","79","80","79","10","80","79","76","75","10","78","draw"
"Egypt","Sweden","79","76","75","10","78","79","80","79","10","80","teamBWin"
"Sweden","Iran","79","80","79","10","80","75","76","77","8","75","teamAWin"
"Iran","Sweden","75","76","77","8","75","79","80","79","10","80","teamBWin"
"Sweden","New Zealand","79","80","79","10","80","70","69","71","7","69","teamAWin"
"New Zealand","Sweden","70","69","71","7","69","79","80","79","10","80","teamBWin"
"Sweden","Spain","79","80","79","10","80","86","90","84","13","90","teamBWin"
"Spain","Sweden","86","90","84","13","90","79","80","79","10","80","teamAWin"
"Sweden","Cape Verde","79","80","79","10","80","72","73","72","8","72","teamAWin"
"Cape Verde","Sweden","72","73","72","8","72","79","80","79","10","80","teamBWin"
"Sweden","Saudi Arabia","79","80","79","10","80","74","75","73","8","74","teamAWin"
"Saudi Arabia","Sweden","74","75","73","8","74","79","80","79","10","80","teamBWin"
"Sweden","Uruguay","79","80","79","10","80","83","82","82","10","83","draw"
"Uruguay","Sweden","83","82","82","10","83","79","80","79","10","80","draw"
"Sweden","France","79","80","79","10","80","90","84","83","10","87","teamBWin"
"France","Sweden","90","84","83","10","87","79","80","79","10","80","teamAWin"
"Sweden","Senegal","79","80","79","10","80","81","79","81","10","81","teamBWin"
"Senegal","Sweden","81","79","81","10","81","79","80","79","10","80","draw"
"Sweden","Norway","79","80","79","10","80","84","80","76","10","82","draw"
"Norway","Sweden","84","80","76","10","82","79","80","79","10","80","draw"
"Sweden","Iraq","79","80","79","10","80","72","73","72","10","74","teamAWin"
"Iraq","Sweden","72","73","72","10","74","79","80","79","10","80","teamBWin"
"Sweden","Argentina","79","80","79","10","80","88","86","82","13","89","teamBWin"
"Argentina","Sweden","88","86","82","13","89","79","80","79","10","80","teamAWin"
"Sweden","Algeria","79","80","79","10","80","78","79","76","10","79","teamAWin"
"Algeria","Sweden","78","79","76","10","79","79","80","79","10","80","draw"
"Sweden","Austria","79","80","79","10","80","79","82","79","10","81","draw"
"Austria","Sweden","79","82","79","10","81","79","80","79","10","80","draw"
"Sweden","Jordan","79","80","79","10","80","71","72","70","8","71","teamAWin"
"Jordan","Sweden","71","72","70","8","71","79","80","79","10","80","teamBWin"
"Sweden","Portugal","79","80","79","10","80","87","84","80","10","85","teamBWin"
"Portugal","Sweden","87","84","80","10","85","79","80","79","10","80","teamAWin"
"Sweden","Uzbekistan","79","80","79","10","80","73","75","74","10","76","teamAWin"
"Uzbekistan","Sweden","73","75","74","10","76","79","80","79","10","80","teamBWin"
"Sweden","Colombia","79","80","79","10","80","82","81","78","10","82","teamBWin"
"Colombia","Sweden","82","81","78","10","82","79","80","79","10","80","teamAWin"
"Sweden","DR Congo","79","80","79","10","80","74","74","75","8","74","teamAWin"
"DR Congo","Sweden","74","74","75","8","74","79","80","79","10","80","teamBWin"
"Sweden","England","79","80","79","10","80","86","86","84","13","89","teamBWin"
"England","Sweden","86","86","84","13","89","79","80","79","10","80","teamAWin"
"Sweden","Croatia","79","80","79","10","80","77","84","79","8","79","draw"
"Croatia","Sweden","77","84","79","8","79","79","80","79","10","80","draw"
"Sweden","Ghana","79","80","79","10","80","76","75","73","7","74","teamAWin"
"Ghana","Sweden","76","75","73","7","74","79","80","79","10","80","draw"
"Sweden","Panama","79","80","79","10","80","72","73","72","10","74","teamAWin"
"Panama","Sweden","72","73","72","10","74","79","80","79","10","80","teamBWin"
"Belgium","Egypt","82","84","78","10","82","79","76","75","10","78","teamAWin"
"Egypt","Belgium","79","76","75","10","78","82","84","78","10","82","teamBWin"
"Belgium","Iran","82","84","78","10","82","75","76","77","8","75","teamAWin"
"Iran","Belgium","75","76","77","8","75","82","84","78","10","82","teamBWin"
"Belgium","New Zealand","82","84","78","10","82","70","69","71","7","69","teamAWin"
"New Zealand","Belgium","70","69","71","7","69","82","84","78","10","82","teamBWin"
"Belgium","Spain","82","84","78","10","82","86","90","84","13","90","teamBWin"
"Spain","Belgium","86","90","84","13","90","82","84","78","10","82","teamAWin"
"Belgium","Cape Verde","82","84","78","10","82","72","73","72","8","72","teamAWin"
"Cape Verde","Belgium","72","73","72","8","72","82","84","78","10","82","teamBWin"
"Belgium","Saudi Arabia","82","84","78","10","82","74","75","73","8","74","teamAWin"
"Saudi Arabia","Belgium","74","75","73","8","74","82","84","78","10","82","teamBWin"
"Belgium","Uruguay","82","84","78","10","82","83","82","82","10","83","draw"
"Uruguay","Belgium","83","82","82","10","83","82","84","78","10","82","draw"
"Belgium","France","82","84","78","10","82","90","84","83","10","87","draw"
"France","Belgium","90","84","83","10","87","82","84","78","10","82","teamAWin"
"Belgium","Senegal","82","84","78","10","82","81","79","81","10","81","draw"
"Senegal","Belgium","81","79","81","10","81","82","84","78","10","82","draw"
"Belgium","Norway","82","84","78","10","82","84","80","76","10","82","draw"
"Norway","Belgium","84","80","76","10","82","82","84","78","10","82","draw"
"Belgium","Iraq","82","84","78","10","82","72","73","72","10","74","teamAWin"
"Iraq","Belgium","72","73","72","10","74","82","84","78","10","82","teamBWin"
"Belgium","Argentina","82","84","78","10","82","88","86","82","13","89","teamBWin"
"Argentina","Belgium","88","86","82","13","89","82","84","78","10","82","teamAWin"
"Belgium","Algeria","82","84","78","10","82","78","79","76","10","79","draw"
"Algeria","Belgium","78","79","76","10","79","82","84","78","10","82","draw"
"Belgium","Austria","82","84","78","10","82","79","82","79","10","81","draw"
"Austria","Belgium","79","82","79","10","81","82","84","78","10","82","draw"
"Belgium","Jordan","82","84","78","10","82","71","72","70","8","71","teamAWin"
"Jordan","Belgium","71","72","70","8","71","82","84","78","10","82","teamBWin"
"Belgium","Portugal","82","84","78","10","82","87","84","80","10","85","draw"
"Portugal","Belgium","87","84","80","10","85","82","84","78","10","82","teamAWin"
"Belgium","Uzbekistan","82","84","78","10","82","73","75","74","10","76","teamAWin"
"Uzbekistan","Belgium","73","75","74","10","76","82","84","78","10","82","teamBWin"
"Belgium","Colombia","82","84","78","10","82","82","81","78","10","82","draw"
"Colombia","Belgium","82","81","78","10","82","82","84","78","10","82","teamAWin"
"Belgium","DR Congo","82","84","78","10","82","74","74","75","8","74","teamAWin"
"DR Congo","Belgium","74","74","75","8","74","82","84","78","10","82","teamBWin"
"Belgium","England","82","84","78","10","82","86","86","84","13","89","teamBWin"
"England","Belgium","86","86","84","13","89","82","84","78","10","82","teamAWin"
"Belgium","Croatia","82","84","78","10","82","77","84","79","8","79","teamAWin"
"Croatia","Belgium","77","84","79","8","79","82","84","78","10","82","teamBWin"
"Belgium","Ghana","82","84","78","10","82","76","75","73","7","74","teamAWin"
"Ghana","Belgium","76","75","73","7","74","82","84","78","10","82","teamBWin"
"Belgium","Panama","82","84","78","10","82","72","73","72","10","74","teamAWin"
"Panama","Belgium","72","73","72","10","74","82","84","78","10","82","teamBWin"
"Egypt","Iran","79","76","75","10","78","75","76","77","8","75","teamAWin"
"Iran","Egypt","75","76","77","8","75","79","76","75","10","78","draw"
"Egypt","New Zealand","79","76","75","10","78","70","69","71","7","69","teamAWin"
"New Zealand","Egypt","70","69","71","7","69","79","76","75","10","78","teamBWin"
"Egypt","Spain","79","76","75","10","78","86","90","84","13","90","teamBWin"
"Spain","Egypt","86","90","84","13","90","79","76","75","10","78","teamAWin"
"Egypt","Cape Verde","79","76","75","10","78","72","73","72","8","72","teamAWin"
"Cape Verde","Egypt","72","73","72","8","72","79","76","75","10","78","teamBWin"
"Egypt","Saudi Arabia","79","76","75","10","78","74","75","73","8","74","teamAWin"
"Saudi Arabia","Egypt","74","75","73","8","74","79","76","75","10","78","draw"
"Egypt","Uruguay","79","76","75","10","78","83","82","82","10","83","teamBWin"
"Uruguay","Egypt","83","82","82","10","83","79","76","75","10","78","teamAWin"
"Egypt","France","79","76","75","10","78","90","84","83","10","87","teamBWin"
"France","Egypt","90","84","83","10","87","79","76","75","10","78","teamAWin"
"Egypt","Senegal","79","76","75","10","78","81","79","81","10","81","teamBWin"
"Senegal","Egypt","81","79","81","10","81","79","76","75","10","78","teamAWin"
"Egypt","Norway","79","76","75","10","78","84","80","76","10","82","teamBWin"
"Norway","Egypt","84","80","76","10","82","79","76","75","10","78","teamAWin"
"Egypt","Iraq","79","76","75","10","78","72","73","72","10","74","teamAWin"
"Iraq","Egypt","72","73","72","10","74","79","76","75","10","78","draw"
"Egypt","Argentina","79","76","75","10","78","88","86","82","13","89","teamBWin"
"Argentina","Egypt","88","86","82","13","89","79","76","75","10","78","teamAWin"
"Egypt","Algeria","79","76","75","10","78","78","79","76","10","79","teamBWin"
"Algeria","Egypt","78","79","76","10","79","79","76","75","10","78","draw"
"Egypt","Austria","79","76","75","10","78","79","82","79","10","81","teamBWin"
"Austria","Egypt","79","82","79","10","81","79","76","75","10","78","draw"
